"Date","BMRI.JK.Adjusted","JKSE.Adjusted"
2023-02-28,4112.0380859375,6843.23876953125
2023-03-01,4153.158203125,6844.93603515625
2023-03-02,4204.55908203125,6857.4150390625
2023-03-03,4132.59765625,6813.63623046875
2023-03-06,4163.4384765625,6807.0009765625
2023-03-07,4183.9990234375,6766.7578125
2023-03-08,4225.11865234375,6776.3701171875
2023-03-09,4297.080078125,6799.794921875
2023-03-10,4266.2392578125,6765.3017578125
2023-03-13,4255.95947265625,6786.955078125
2023-03-14,4081.19775390625,6641.81396484375
2023-03-15,4132.59765625,6628.13720703125
2023-03-16,4050.357421875,6565.72802734375
2023-03-17,4153.158203125,6678.23681640625
2023-03-20,4112.0380859375,6612.490234375
2023-03-21,4317.64013671875,6691.61083984375
2023-03-24,4482.12158203125,6762.25390625
2023-03-27,4408.36181640625,6708.93310546875
2023-03-28,4375.94775390625,6760.328125
2023-03-29,4473.19091796875,6839.43603515625
2023-03-30,4419.1669921875,6808.951171875
2023-03-31,4462.3857421875,6805.27685546875
2023-04-03,4548.82470703125,6827.1748046875
2023-04-04,4494.80078125,6833.17822265625
2023-04-05,4516.41015625,6819.6748046875
2023-04-06,4473.19091796875,6792.76513671875
2023-04-10,4408.36181640625,6771.23486328125
2023-04-11,4408.36181640625,6811.31396484375
2023-04-12,4451.5810546875,6798.9638671875
2023-04-13,4429.9716796875,6785.59814453125
2023-04-14,4516.41015625,6818.57421875
2023-04-17,4429.9716796875,6787.58203125
